tweet_id,tweet_sentiment,tweet_content,clean_text,token,token count,token deep clean
638141885022736385,positive,"the only thing crazier than last-gen was 6th-gen. a 4-way console race between Sega, Nintendo, Microsoft amp; Sony. you'll NEVER see that again","the only thing crazier than last-gen was 6th-gen. a 4-way console race between Sega, Nintendo, Microsoft amp; Sony. you'll NEVER see that again","['the', 'only', 'thing', 'crazier', 'than', 'was', 'gen', 'a', 'way', 'console', 'race', 'between', 'Sega', 'Nintendo', 'Microsoft', 'amp', 'Sony', 'NEVER', 'see', 'that', 'again']",21,"['thing', 'crazier', 'gen', 'way', 'consol', 'race', 'sega', 'nintendo', 'microsoft', 'amp', 'soni', 'never', 'see']"
638159273072062464,positive,When you remember Sony is trying to make bible study mandatory on Sunday nights @xo_taylorbang http://t.co/CfljDMvMv3,When you remember Sony is trying to make bible study mandatory on Sunday nights  ,"['When', 'you', 'remember', 'Sony', 'is', 'trying', 'to', 'make', 'bible', 'study', 'mandatory', 'on', 'Sunday', 'nights']",14,"['when', 'rememb', 'soni', 'tri', 'make', 'bibl', 'studi', 'mandatori', 'sunday', 'night']"
638172841284866053,neutral,I know it's coming coon but I don't get why it's taken so long for Sony to release a remote for the PS4. All of the 3rd party ones are bad.,I know it's coming coon but I don't get why it's taken so long for Sony to release a remote for the PS4. All of the 3rd party ones are bad.,"['I', 'know', 'coming', 'coon', 'but', 'I', 'get', 'why', 'taken', 'so', 'long', 'for', 'Sony', 'to', 'release', 'a', 'remote', 'for', 'the', 'All', 'of', 'the', 'party', 'ones', 'are', 'bad']",26,"['I', 'know', 'come', 'coon', 'I', 'get', 'taken', 'long', 'soni', 'releas', 'remot', 'all', 'parti', 'one', 'bad']"
638175116145377280,positive,@InfinityInq Everyone is playing 3.0 and I'm just sitting here playing 2.0 because Sony is making me wait until tomorrow., Everyone is playing 3.0 and I'm just sitting here playing 2.0 because Sony is making me wait until tomorrow.,"['Everyone', 'is', 'playing', 'and', 'just', 'sitting', 'here', 'playing', 'because', 'Sony', 'is', 'making', 'me', 'wait', 'until', 'tomorrow']",16,"['everyon', 'play', 'sit', 'play', 'soni', 'make', 'wait', 'tomorrow']"
638198267013169153,positive,Albert Shum and I won 3rd in a SONY design competition in early 90's...our design was a phone in which you push... http://t.co/gAKP1hAyYX,Albert Shum and I won 3rd in a SONY design competition in early 90's...our design was a phone in which you push... ,"['Albert', 'Shum', 'and', 'I', 'won', 'in', 'a', 'SONY', 'design', 'competition', 'in', 'early', 's', 'our', 'design', 'was', 'a', 'phone', 'in', 'which', 'you', 'push']",22,"['albert', 'shum', 'I', 'soni', 'design', 'competit', 'earli', 'design', 'phone', 'push']"
638218790539407360,neutral,At least Sony will probably be selling it for cheap come Black Friday.,At least Sony will probably be selling it for cheap come Black Friday.,"['At', 'least', 'Sony', 'will', 'probably', 'be', 'selling', 'it', 'for', 'cheap', 'come', 'Black', 'Friday']",13,"['At', 'least', 'soni', 'probabl', 'sell', 'cheap', 'come', 'black', 'friday']"
638270737502105600,neutral,@InnoBystander Might keep SONY monthly subs going beyond tomorrow...., Might keep SONY monthly subs going beyond tomorrow....,"['Might', 'keep', 'SONY', 'monthly', 'subs', 'going', 'beyond', 'tomorrow']",8,"['might', 'keep', 'soni', 'monthli', 'sub', 'go', 'beyond', 'tomorrow']"
638393198201696256,positive,"@tauriqmoosa Nope. Tomorrow.  Wait... tomorrow's also when Sony breaks out the next bundle of PS+ freebies.  Oh, what a LOVELY day!"," Nope. Tomorrow.  Wait... tomorrow's also when Sony breaks out the next bundle of PS+ freebies.  Oh, what a LOVELY day!","['Nope', 'Tomorrow', 'Wait', 'also', 'when', 'Sony', 'breaks', 'out', 'the', 'next', 'bundle', 'of', 'PS', 'freebies', 'Oh', 'what', 'a', 'LOVELY', 'day']",19,"['nope', 'tomorrow', 'wait', 'also', 'soni', 'break', 'next', 'bundl', 'PS', 'freebi', 'Oh', 'love', 'day']"
638394988892520448,neutral,"Uncharted 4: A Thief's End launches for PS4 in North America on March 18, 2016, Sony announced today.The latest game in the Naughty D...","Uncharted 4 A Thief's End launches for PS4 in North America on March 18, 2016, Sony announced today.The latest game in the Naughty D...","['Uncharted', 'A', 'End', 'launches', 'for', 'in', 'North', 'America', 'on', 'March', 'Sony', 'announced', 'latest', 'game', 'in', 'the', 'Naughty', 'D']",18,"['unchart', 'A', 'end', 'launch', 'north', 'america', 'march', 'soni', 'announc', 'latest', 'game', 'naughti', 'D']"
638399901349621760,negative,@kewldoode72 Will be interesting to see if  Sony addresses the heat issues in the Z5 - it may have found a work around, Will be interesting to see if  Sony addresses the heat issues in the Z5 - it may have found a work around,"['Will', 'be', 'interesting', 'to', 'see', 'if', 'Sony', 'addresses', 'the', 'heat', 'issues', 'in', 'the', 'it', 'may', 'have', 'found', 'a', 'work', 'around']",20,"['will', 'interest', 'see', 'soni', 'address', 'heat', 'issu', 'may', 'found', 'work', 'around']"
638453810093006848,positive,@pizzalordess is official. Coming back to the Sony family with Destiny in hand Sept 15th., is official. Coming back to the Sony family with Destiny in hand Sept 15th.,"['is', 'official', 'Coming', 'back', 'to', 'the', 'Sony', 'family', 'with', 'Destiny', 'in', 'hand', 'Sept']",13,"['offici', 'come', 'back', 'soni', 'famili', 'destini', 'hand', 'sept']"
638481185275052032,neutral,"@Adam_OliverYT Hi Adam, you may need to contact Playstation support or Sony for details regarding this aspect of your purchase. ^TO"," Hi Adam, you may need to contact Playstation support or Sony for details regarding this aspect of your purchase. ^TO","['Hi', 'Adam', 'you', 'may', 'need', 'to', 'contact', 'Playstation', 'support', 'or', 'Sony', 'for', 'details', 'regarding', 'this', 'aspect', 'of', 'your', 'purchase', 'TO']",20,"['Hi', 'adam', 'may', 'need', 'contact', 'playstat', 'support', 'soni', 'detail', 'regard', 'aspect', 'purchas', 'TO']"
638575315770478593,positive,Oh my gosh actual acknowledgement from Sony the Vita exists. https://t.co/3QEfWcBRu0,Oh my gosh actual acknowledgement from Sony the Vita exists. ,"['Oh', 'my', 'gosh', 'actual', 'acknowledgement', 'from', 'Sony', 'the', 'Vita', 'exists']",10,"['Oh', 'gosh', 'actual', 'acknowledg', 'soni', 'vita', 'exist']"
638626774503415808,positive,"Mashable : Sony's electronics division may be in a slump, but it doesn't plan on fading quietly into the night. To spur innovation at...","Mashable  Sony's electronics division may be in a slump, but it doesn't plan on fading quietly into the night. To spur innovation at...","['Mashable', 'electronics', 'division', 'may', 'be', 'in', 'a', 'slump', 'but', 'it', 'plan', 'on', 'fading', 'quietly', 'into', 'the', 'night', 'To', 'spur', 'innovation', 'at']",21,"['mashabl', 'electron', 'divis', 'may', 'slump', 'plan', 'fade', 'quietli', 'night', 'To', 'spur', 'innov']"
638640306905190400,neutral,#tech Sony's new smartwatch packs all its tech in the wristband: Sony's electronics division may be in a slump... http://t.co/moVzepIzww,tech Sony's new smartwatch packs all its tech in the wristband Sony's electronics division may be in a slump... ,"['tech', 'new', 'smartwatch', 'packs', 'all', 'its', 'tech', 'in', 'the', 'wristband', 'electronics', 'division', 'may', 'be', 'in', 'a', 'slump']",17,"['tech', 'new', 'smartwatch', 'pack', 'tech', 'wristband', 'electron', 'divis', 'may', 'slump']"
638775649193361409,negative,"@bollybrit @itsnacool both of webb ones made less money than the 3rd Raimi one, plus the success of Marvel had Sony scared i think","  both of webb ones made less money than the 3rd Raimi one, plus the success of Marvel had Sony scared i think","['both', 'of', 'webb', 'ones', 'made', 'less', 'money', 'than', 'the', 'Raimi', 'one', 'plus', 'the', 'success', 'of', 'Marvel', 'had', 'Sony', 'scared', 'i', 'think']",21,"['webb', 'one', 'made', 'less', 'money', 'raimi', 'one', 'plu', 'success', 'marvel', 'soni', 'scare', 'think']"
638783969568366593,negative,And in comes Sony with the letdown. Only one color. Clap it up... low and slow https://t.co/6jaRCgfvTP,And in comes Sony with the letdown. Only one color. Clap it up... low and slow ,"['And', 'in', 'comes', 'Sony', 'with', 'the', 'letdown', 'Only', 'one', 'color', 'Clap', 'it', 'up', 'low', 'and', 'slow']",16,"['and', 'come', 'soni', 'letdown', 'onli', 'one', 'color', 'clap', 'low', 'slow']"
638797155428339712,neutral,@x2twisted It's the disc tray reader that's all I know. My warranty is up so it would be 140 to get fixed by Sony so may do it myself, It's the disc tray reader that's all I know. My warranty is up so it would be 140 to get fixed by Sony so may do it myself,"['the', 'disc', 'tray', 'reader', 'all', 'I', 'know', 'My', 'warranty', 'is', 'up', 'so', 'it', 'would', 'be', 'to', 'get', 'fixed', 'by', 'Sony', 'so', 'may', 'do', 'it', 'myself']",25,"['disc', 'tray', 'reader', 'I', 'know', 'My', 'warranti', 'would', 'get', 'fix', 'soni', 'may']"
638813699927621632,positive,"@Guillin @jayesh Personally, I'm looking forward to Sony's presser tomorrow about the new Xperia :p","  Personally, I'm looking forward to Sony's presser tomorrow about the new Xperia p","['Personally', 'looking', 'forward', 'to', 'presser', 'tomorrow', 'about', 'the', 'new', 'Xperia', 'p']",11,"['person', 'look', 'forward', 'presser', 'tomorrow', 'new', 'xperia', 'p']"
638822443352612864,positive,"DEAL ALERT: Here's a 3rd-party battery w/great reviews @Amazon, compatible with Sony CineAlta amp; Blackmagic URSA cams: http://t.co/amWKaJuQcl",DEAL ALERT Here's a 3rd-party battery w/great reviews  compatible with Sony CineAlta amp; Blackmagic URSA cams ,"['DEAL', 'ALERT', 'a', 'party', 'battery', 'w', 'great', 'reviews', 'compatible', 'with', 'Sony', 'CineAlta', 'amp', 'Blackmagic', 'URSA', 'cams']",16,"['deal', 'alert', 'parti', 'batteri', 'w', 'great', 'review', 'compat', 'soni', 'cinealta', 'amp', 'blackmag', 'ursa', 'cam']"
638823054353694720,neutral,Aqua blue PS Vita debuts in November - Sony is introducing an aqua blue PlayStation Vita and will begin selling it... http://t.co/g1UvIc1q4u,Aqua blue PS Vita debuts in November - Sony is introducing an aqua blue PlayStation Vita and will begin selling it... ,"['Aqua', 'blue', 'PS', 'Vita', 'debuts', 'in', 'November', 'Sony', 'is', 'introducing', 'an', 'aqua', 'blue', 'PlayStation', 'Vita', 'and', 'will', 'begin', 'selling', 'it']",20,"['aqua', 'blue', 'PS', 'vita', 'debut', 'novemb', 'soni', 'introduc', 'aqua', 'blue', 'playstat', 'vita', 'begin', 'sell']"
638890534073954304,neutral,Sony may release first smartphone with 4K screen - The Star Online http://t.co/cEdCUgEuWs #News,Sony may release first smartphone with 4K screen - The Star Online  News,"['Sony', 'may', 'release', 'first', 'smartphone', 'with', 'screen', 'The', 'Star', 'Online', 'News']",11,"['soni', 'may', 'releas', 'first', 'smartphon', 'screen', 'the', 'star', 'onlin', 'new']"
638901502791184384,neutral,"Do I know anyone in LA with a Red, Sony C300 or Sony fs7 that I could rent or borrow tomorrow night (9/2) for a few hours?","Do I know anyone in LA with a Red, Sony C300 or Sony fs7 that I could rent or borrow tomorrow night (9/2) for a few hours?","['Do', 'I', 'know', 'anyone', 'in', 'LA', 'with', 'a', 'Red', 'Sony', 'or', 'Sony', 'that', 'I', 'could', 'rent', 'or', 'borrow', 'tomorrow', 'night', 'for', 'a', 'few', 'hours']",24,"['Do', 'I', 'know', 'anyon', 'LA', 'red', 'soni', 'soni', 'I', 'could', 'rent', 'borrow', 'tomorrow', 'night', 'hour']"
639074935240065024,neutral,@vsamuel323 For any information on this we ask that you contact Sony directly. Apologies for the inconvenience this may cause. ^AI, For any information on this we ask that you contact Sony directly. Apologies for the inconvenience this may cause. ^AI,"['For', 'any', 'information', 'on', 'this', 'we', 'ask', 'that', 'you', 'contact', 'Sony', 'directly', 'Apologies', 'for', 'the', 'inconvenience', 'this', 'may', 'cause', 'AI']",20,"['for', 'inform', 'ask', 'contact', 'soni', 'directli', 'apolog', 'inconveni', 'may', 'caus', 'AI']"
639087527165497344,neutral,Rich Guys Can't Make Other Rich Guys Look Bad: It's the 1st Law Of Rich Guys or something.In the end even Sony... http://t.co/yNVaGavh1a,Rich Guys Can't Make Other Rich Guys Look Bad It's the 1st Law Of Rich Guys or something.In the end even Sony... ,"['Rich', 'Guys', 'Make', 'Other', 'Rich', 'Guys', 'Look', 'Bad', 'the', 'Law', 'Of', 'Rich', 'Guys', 'or', 'the', 'end', 'even', 'Sony']",18,"['rich', 'guy', 'make', 'other', 'rich', 'guy', 'look', 'bad', 'law', 'Of', 'rich', 'guy', 'end', 'even', 'soni']"
639093319516205057,positive,Sony may just have made my new phone. That's a brilliant line up that nails practically everything. Let's see what the reviews say.,Sony may just have made my new phone. That's a brilliant line up that nails practically everything. Let's see what the reviews say.,"['Sony', 'may', 'just', 'have', 'made', 'my', 'new', 'phone', 'a', 'brilliant', 'line', 'up', 'that', 'nails', 'practically', 'everything', 'see', 'what', 'the', 'reviews', 'say']",21,"['soni', 'may', 'made', 'new', 'phone', 'brilliant', 'line', 'nail', 'practic', 'everyth', 'see', 'review', 'say']"
639093919024742400,negative,Exactly why I'll never buy Sony. Those 1st class ass kissers are dick pulling the media for high scores on future games. LOL. @tomwarren,Exactly why I'll never buy Sony. Those 1st class ass kissers are dick pulling the media for high scores on future games. LOL. ,"['Exactly', 'why', 'never', 'buy', 'Sony', 'Those', 'class', 'ass', 'kissers', 'are', 'dick', 'pulling', 'the', 'media', 'for', 'high', 'scores', 'on', 'future', 'games', 'LOL']",21,"['exactli', 'never', 'buy', 'soni', 'those', 'class', 'ass', 'kisser', 'dick', 'pull', 'media', 'high', 'score', 'futur', 'game', 'lol']"
639121090652930048,neutral,Sony may have cut scenes from #WillSmith's film #Concussion to avoid angering the NFL! http://t.co/nSUCckKwhK http://t.co/DMQTRDbSbX,Sony may have cut scenes from WillSmith's film Concussion to avoid angering the NFL!  ,"['Sony', 'may', 'have', 'cut', 'scenes', 'from', 'film', 'Concussion', 'to', 'avoid', 'angering', 'the', 'NFL']",13,"['soni', 'may', 'cut', 'scene', 'film', 'concuss', 'avoid', 'anger', 'nfl']"
639162337513988097,positive,@ShinyLinooneBMG @StarlightAurora But they make up for it in amazing 3rd party support. And there are a handful of good 1st party Sony games,  But they make up for it in amazing 3rd party support. And there are a handful of good 1st party Sony games,"['But', 'they', 'make', 'up', 'for', 'it', 'in', 'amazing', 'party', 'support', 'And', 'there', 'are', 'a', 'handful', 'of', 'good', 'party', 'Sony', 'games']",20,"['but', 'make', 'amaz', 'parti', 'support', 'and', 'hand', 'good', 'parti', 'soni', 'game']"
639191969349148672,positive,New phone on Saturday! Torn between Sony z3 or Samsung A5 - which one would you recommend?,New phone on Saturday! Torn between Sony z3 or Samsung A5 - which one would you recommend?,"['New', 'phone', 'on', 'Saturday', 'Torn', 'between', 'Sony', 'or', 'Samsung', 'which', 'one', 'would', 'you', 'recommend']",14,"['new', 'phone', 'saturday', 'torn', 'soni', 'samsung', 'one', 'would', 'recommend']"
639234985568960512,neutral,Do you see Sony pulling shit like this? No.  https://t.co/n2TMMkngG6,Do you see Sony pulling shit like this? No.  ,"['Do', 'you', 'see', 'Sony', 'pulling', 'shit', 'like', 'this', 'No']",9,"['Do', 'see', 'soni', 'pull', 'shit', 'like', 'No']"
639284990036078592,neutral,Sony went all out with this new high-tech smartphone. Some may question if anyone needs this phone #J2150BB  https://t.co/rLMlR07ySu,Sony went all out with this new high-tech smartphone. Some may question if anyone needs this phone J2150BB  ,"['Sony', 'went', 'all', 'out', 'with', 'this', 'new', 'smartphone', 'Some', 'may', 'question', 'if', 'anyone', 'needs', 'this', 'phone']",16,"['soni', 'went', 'new', 'smartphon', 'some', 'may', 'question', 'anyon', 'need', 'phone']"
639331098372124672,neutral,We gonna hold a meetup on September 6th with SONY and other Japanese Giants:  http://t.co/uO9I7z3llW #dldtelaviv2015,We gonna hold a meetup on September 6th with SONY and other Japanese Giants   dldtelaviv2015,"['We', 'gonna', 'hold', 'a', 'meetup', 'on', 'September', 'with', 'SONY', 'and', 'other', 'Japanese', 'Giants', 'dldtelaviv']",14,"['We', 'gonna', 'hold', 'meetup', 'septemb', 'soni', 'japanes', 'giant', 'dldtelaviv']"
639607684833128449,neutral,Sony's pulling a #TASM2 by beginning pre-production on a Goosebumps sequel even though the 1st one hasn't come out yet. #FuckingStupid,Sony's pulling a TASM2 by beginning pre-production on a Goosebumps sequel even though the 1st one hasn't come out yet. FuckingStupid,"['pulling', 'a', 'TASM', 'by', 'beginning', 'on', 'a', 'Goosebumps', 'sequel', 'even', 'though', 'the', 'one', 'come', 'out', 'yet', 'FuckingStupid']",17,"['pull', 'tasm', 'begin', 'goosebump', 'sequel', 'even', 'though', 'one', 'come', 'yet', 'fuckingstupid']"
639703605705113600,neutral,@martymegs @SonyUK @johnlewisretail it's Friday let's see if JL and Sony can resolve the issue. Gut feeling is that they will go silent.,   it's Friday let's see if JL and Sony can resolve the issue. Gut feeling is that they will go silent.,"['Friday', 'see', 'if', 'JL', 'and', 'Sony', 'can', 'resolve', 'the', 'issue', 'Gut', 'feeling', 'is', 'that', 'they', 'will', 'go', 'silent']",18,"['friday', 'see', 'JL', 'soni', 'resolv', 'issu', 'gut', 'feel', 'go', 'silent']"
639708225927929856,neutral,"Sony Xperia Z5, Xperia Z5 Compact Price, Xperia Z5 Premium Detailed: Following the launch announcement on Wednesday, Sony has reveale...","Sony Xperia Z5, Xperia Z5 Compact Price, Xperia Z5 Premium Detailed Following the launch announcement on Wednesday, Sony has reveale...","['Sony', 'Xperia', 'Xperia', 'Compact', 'Price', 'Xperia', 'Premium', 'Detailed', 'Following', 'the', 'launch', 'announcement', 'on', 'Wednesday', 'Sony', 'has', 'reveale']",17,"['soni', 'xperia', 'xperia', 'compact', 'price', 'xperia', 'premium', 'detail', 'follow', 'launch', 'announc', 'wednesday', 'soni', 'reveal']"
639713042201190400,neutral,"@sine_injuria It may be planned obsolescence, but to me, it just means I don't buy stuff from companies like Sony."," It may be planned obsolescence, but to me, it just means I don't buy stuff from companies like Sony.","['It', 'may', 'be', 'planned', 'obsolescence', 'but', 'to', 'me', 'it', 'just', 'means', 'I', 'buy', 'stuff', 'from', 'companies', 'like', 'Sony']",18,"['It', 'may', 'plan', 'obsolesc', 'mean', 'I', 'buy', 'stuff', 'compani', 'like', 'soni']"
639768346708185089,neutral,Xperia Z5 pre-orders available at the Carphone Warehouse:  Sony may have only announced its ne... http://t.co/OHglq1Lhkx #tech #technews,Xperia Z5 pre-orders available at the Carphone Warehouse  Sony may have only announced its ne...  tech technews,"['Xperia', 'available', 'at', 'the', 'Carphone', 'Warehouse', 'Sony', 'may', 'have', 'only', 'announced', 'its', 'ne', 'tech', 'technews']",15,"['xperia', 'avail', 'carphon', 'warehous', 'soni', 'may', 'announc', 'ne', 'tech', 'technew']"
639820972766445568,neutral,"#IFA2015: International Fair of Electronic Consumers of Berlin, GER 4-9/Sep. with Samsung, Sony, Sharp, Epson,Toshiba http://t.co/TAHrmg87w5","IFA2015 International Fair of Electronic Consumers of Berlin, GER 4-9/Sep. with Samsung, Sony, Sharp, Epson,Toshiba ","['IFA', 'International', 'Fair', 'of', 'Electronic', 'Consumers', 'of', 'Berlin', 'GER', 'Sep', 'with', 'Samsung', 'Sony', 'Sharp', 'Epson', 'Toshiba']",16,"['ifa', 'intern', 'fair', 'electron', 'consum', 'berlin', 'ger', 'sep', 'samsung', 'soni', 'sharp', 'epson', 'toshiba']"
639867771812188160,negative,@The_CrapGamer Sony don't care about their exclusives they never made a theme console for their exclusives https://t.co/ft9VpAxSjs, Sony don't care about their exclusives they never made a theme console for their exclusives ,"['Sony', 'care', 'about', 'their', 'exclusives', 'they', 'never', 'made', 'a', 'theme', 'console', 'for', 'their', 'exclusives']",14,"['soni', 'care', 'exclus', 'never', 'made', 'theme', 'consol', 'exclus']"
639894389716856832,neutral,"Everybody chill, Sony may have a separate global flagship phone in the works Unfortunately, there are http://t.co/TFLn1GFfFx   #techupdates","Everybody chill, Sony may have a separate global flagship phone in the works Unfortunately, there are    techupdates","['Everybody', 'chill', 'Sony', 'may', 'have', 'a', 'separate', 'global', 'flagship', 'phone', 'in', 'the', 'works', 'Unfortunately', 'there', 'are', 'techupdates']",17,"['everybodi', 'chill', 'soni', 'may', 'separ', 'global', 'flagship', 'phone', 'work', 'unfortun', 'techupd']"
639899871550537728,positive,"@GeorgeGegham Marvel is in charge now, no way Sony can get too involved to mess up the 3rd time, plus they have a good director/writers."," Marvel is in charge now, no way Sony can get too involved to mess up the 3rd time, plus they have a good director/writers.","['Marvel', 'is', 'in', 'charge', 'now', 'no', 'way', 'Sony', 'can', 'get', 'too', 'involved', 'to', 'mess', 'up', 'the', 'time', 'plus', 'they', 'have', 'a', 'good', 'director', 'writers']",24,"['marvel', 'charg', 'way', 'soni', 'get', 'involv', 'mess', 'time', 'plu', 'good', 'director', 'writer']"
639948495990976513,neutral,"M$: Sony is gobbling up 3rd Party Exclusives  Says the company that tried to steal away Tomb Raider, Deadrising, Rareware, several indies...","M Sony is gobbling up 3rd Party Exclusives  Says the company that tried to steal away Tomb Raider, Deadrising, Rareware, several indies...","['M', 'Sony', 'is', 'gobbling', 'up', 'Party', 'Exclusives', 'Says', 'the', 'company', 'that', 'tried', 'to', 'steal', 'away', 'Tomb', 'Raider', 'Deadrising', 'Rareware', 'several', 'indies']",21,"['M', 'soni', 'gobbl', 'parti', 'exclus', 'say', 'compani', 'tri', 'steal', 'away', 'tomb', 'raider', 'deadris', 'rarewar', 'sever', 'indi']"
639967215069040642,neutral,The New York Times reported Tuesday that Sony executives seemingly softened Concussion to placate the NFL,The New York Times reported Tuesday that Sony executives seemingly softened Concussion to placate the NFL,"['The', 'New', 'York', 'Times', 'reported', 'Tuesday', 'that', 'Sony', 'executives', 'seemingly', 'softened', 'Concussion', 'to', 'placate', 'the', 'NFL']",16,"['the', 'new', 'york', 'time', 'report', 'tuesday', 'soni', 'execut', 'seemingli', 'soften', 'concuss', 'placat', 'nfl']"
640137904149393408,neutral,What evidence is there that says North Korea hacked Sony or are we just a propaganda machine for the US Govt? https://t.co/rRpLA3hBW0,What evidence is there that says North Korea hacked Sony or are we just a propaganda machine for the US Govt? ,"['What', 'evidence', 'is', 'there', 'that', 'says', 'North', 'Korea', 'hacked', 'Sony', 'or', 'are', 'we', 'just', 'a', 'propaganda', 'machine', 'for', 'the', 'US', 'Govt']",21,"['what', 'evid', 'say', 'north', 'korea', 'hack', 'soni', 'propaganda', 'machin', 'US', 'govt']"
